id,status_group
54386,functional
8734,functional
57641,functional
20872,functional
34554,functional
4435,functional
32760,functional
11879,functional
10835,functional
14783,functional
49627,functional
16898,functional
42001,functional
45954,functional
4072,functional
25132,functional
37522,functional
9850,functional
11736,functional
72024,functional
34272,functional
27733,functional
19274,functional
21745,functional
47134,functional
33789,functional
50879,functional
60376,functional
42383,functional
74085,functional
55074,functional
46138,functional
27695,functional
30098,functional
25576,functional
10479,functional
17413,functional
2080,functional
64577,functional
28942,functional
9182,functional
16679,functional
32063,functional
69226,functional
47870,functional
3634,functional
46652,functional
3948,functional
21067,functional
19346,functional
1775,functional
25178,functional
30241,functional
31034,functional
33553,functional
53697,functional
13285,functional
38383,functional
32551,functional
21065,functional
6081,functional
66603,functional
65214,functional
15760,functional
69542,functional
8263,functional
55522,functional
38157,functional
57174,functional
46378,functional
58390,functional
25232,functional
57258,functional
20028,functional
59420,functional
52979,functional
5291,functional
69379,functional
26627,functional
66498,functional
8465,functional
28909,functional
5415,functional
22936,functional
21141,functional
32361,functional
25692,functional
30213,functional
19102,functional
51699,functional
53761,functional
73367,functional
66976,functional
52436,functional
3402,functional
65763,functional
33725,functional
66518,functional
13536,functional
59249,functional
14102,functional
16855,functional
30106,functional
55345,functional
41454,functional
1741,functional
42642,functional
65474,functional
4821,functional
18787,functional
40320,functional
59704,functional
19257,functional
71021,functional
31727,functional
37557,functional
24543,functional
11916,functional
23866,functional
11191,functional
17596,functional
43652,functional
68467,functional
48901,functional
33622,functional
68432,functional
74236,functional
16362,functional
4295,functional
11010,functional
49775,functional
72330,functional
13625,functional
5309,functional
50709,functional
67538,functional
39621,functional
12268,functional
55253,functional
57454,functional
42980,functional
66722,functional
57826,functional
9521,functional
12240,functional
7440,functional
63483,functional
21939,functional
36280,functional
6354,functional
5250,functional
2004,functional
2628,functional
66328,functional
11943,functional
67908,functional
28644,functional
35405,functional
12040,functional
55925,functional
7866,functional
2756,functional
44054,functional
40419,functional
8126,functional
42971,functional
66050,functional
29501,functional
37269,functional
45875,functional
51595,functional
8814,functional
30978,functional
29078,functional
9452,functional
56080,functional
18193,functional
50311,functional
46277,functional
43431,functional
60272,functional
59728,functional
36888,functional
39005,functional
40154,functional
26599,functional
43623,functional
52622,functional
24803,functional
12449,functional
17939,functional
19026,functional
61342,functional
26603,functional
31672,functional
58058,functional
32983,functional
66996,functional
54975,functional
3348,functional
65041,functional
19244,functional
24425,functional
31808,functional
26032,functional
18382,functional
70718,functional
69253,functional
55650,functional
66859,functional
36603,functional
53537,functional
2744,functional
6337,functional
32103,functional
58963,functional
12928,functional
56501,functional
2711,functional
53371,functional
64719,functional
23962,functional
30010,functional
12696,functional
61217,functional
17795,functional
38936,functional
12811,functional
6011,functional
50675,functional
54036,functional
2091,functional
38619,functional
33224,functional
55077,functional
26185,functional
1737,functional
60194,functional
66346,functional
6711,functional
8241,functional
19318,functional
15846,functional
34312,functional
59560,functional
27028,functional
55838,functional
71800,functional
42774,functional
12089,functional
12538,functional
31636,functional
19015,functional
63769,functional
27049,functional
5644,functional
24302,functional
26797,functional
60330,functional
7064,functional
48449,functional
57990,functional
39211,functional
43968,functional
13358,functional
7548,functional
38693,functional
61575,functional
50509,functional
15627,functional
60226,functional
28167,functional
20008,functional
53910,functional
60543,functional
18127,functional
68633,functional
10053,functional
28288,functional
44381,functional
60941,functional
66230,functional
73565,functional
68158,functional
64247,functional
35247,functional
10418,functional
20133,functional
64972,functional
5091,functional
27035,functional
41163,functional
46676,functional
18420,functional
15551,functional
30658,functional
32897,functional
49918,functional
65750,functional
68364,functional
67979,functional
46909,functional
36694,functional
61050,functional
20567,functional
52401,functional
27725,functional
30242,functional
54180,functional
69209,functional
14042,functional
30999,functional
41246,functional
24240,functional
24612,functional
28122,functional
49547,functional
482,functional
53497,functional
26018,functional
70103,functional
30188,functional
39741,functional
63836,functional
49576,functional
67011,functional
62624,functional
70968,functional
26368,functional
16040,functional
23537,functional
44691,functional
9806,functional
48800,functional
35972,functional
10567,functional
52615,functional
7787,functional
7702,functional
67291,functional
3084,functional
56042,functional
57501,functional
3620,functional
38467,functional
62363,functional
29254,functional
121,functional
16477,functional
40472,functional
300,functional
4004,functional
15734,functional
46244,functional
16357,functional
54979,functional
8434,functional
23498,functional
63627,functional
67931,functional
33321,functional
4837,functional
43477,functional
46257,functional
60479,functional
13818,functional
61195,functional
8804,functional
38861,functional
45423,functional
73214,functional
69530,functional
13176,functional
45138,functional
13751,functional
39108,functional
3711,functional
23382,functional
70653,functional
70322,functional
11897,functional
63564,functional
26100,functional
53457,functional
74103,functional
54044,functional
43124,functional
3788,functional
12218,functional
13988,functional
69879,functional
57553,functional
16894,functional
2997,functional
16540,functional
63140,functional
64904,functional
51622,functional
70277,functional
18977,functional
25237,functional
65529,functional
37694,functional
66331,functional
49059,functional
16712,functional
27616,functional
72859,functional
36181,functional
28526,functional
1972,functional
19226,functional
64858,functional
60361,functional
13157,functional
30550,functional
8635,functional
62952,functional
62239,functional
20476,functional
24391,functional
49849,functional
25072,functional
18571,functional
42438,functional
4789,functional
65190,functional
10368,functional
3561,functional
48276,functional
808,functional
575,functional
1310,functional
21009,functional
50863,functional
40318,functional
26657,functional
19396,functional
50157,functional
18044,functional
70505,functional
24475,functional
15577,functional
55998,functional
41711,functional
860,functional
66308,functional
72571,functional
60026,functional
302,functional
68663,functional
33862,functional
17382,functional
160,functional
29700,functional
73660,functional
628,functional
29549,functional
60562,functional
69926,functional
44049,functional
3842,functional
8446,functional
37063,functional
8356,functional
71463,functional
53671,functional
30802,functional
66519,functional
57933,functional
71515,functional
2859,functional
52153,functional
70699,functional
19828,functional
45852,functional
47296,functional
47300,functional
34123,functional
40137,functional
58738,functional
23342,functional
40659,functional
50570,functional
55276,functional
61853,functional
71358,functional
37891,functional
26725,functional
54236,functional
27350,functional
66782,functional
41230,functional
10524,functional
42441,functional
49352,functional
70964,functional
41086,functional
39862,functional
69989,functional
49093,functional
21481,functional
6787,functional
57049,functional
24714,functional
36585,functional
67812,functional
66801,functional
48027,functional
38488,functional
55261,functional
12236,functional
54199,functional
3967,functional
48703,functional
60502,functional
9124,functional
14103,functional
9408,functional
42012,functional
14864,functional
3222,functional
1624,functional
35527,functional
28588,functional
26074,functional
24707,functional
4894,functional
27328,functional
14744,functional
44447,functional
49992,functional
59138,functional
39170,functional
26565,functional
9842,functional
38520,functional
23367,functional
3820,functional
51731,functional
61308,functional
49686,functional
25027,functional
32908,functional
16670,functional
32487,functional
19196,functional
70805,functional
2530,functional
60828,functional
67988,functional
44655,functional
43216,functional
10825,functional
20752,functional
45334,functional
51984,functional
68671,functional
68969,functional
44266,functional
45945,functional
48597,functional
66143,functional
37627,functional
41360,functional
27536,functional
40265,functional
40661,functional
37551,functional
44928,functional
17511,functional
7431,functional
5549,functional
1056,functional
28830,functional
48163,functional
18596,functional
11283,functional
8495,functional
21433,functional
20404,functional
47199,functional
25797,functional
55359,functional
12404,functional
60531,functional
59761,functional
7065,functional
54271,functional
56523,functional
8236,functional
14224,functional
59735,functional
4792,functional
49115,functional
28094,functional
5340,functional
42334,functional
68141,functional
34904,functional
73881,functional
71702,functional
69095,functional
48254,functional
2823,functional
15745,functional
29097,functional
25749,functional
33063,functional
47063,functional
41921,functional
44641,functional
27782,functional
56241,functional
34562,functional
73502,functional
13172,functional
10587,functional
70939,functional
16333,functional
59599,functional
61970,functional
18400,functional
68217,functional
70537,functional
8802,functional
12217,functional
24496,functional
25490,functional
62759,functional
37541,functional
15965,functional
15280,functional
57585,functional
12925,functional
42469,functional
15563,functional
74032,functional
72233,functional
42924,functional
33323,functional
45390,functional
8688,functional
3077,functional
63338,functional
28686,functional
2781,functional
38532,functional
66783,functional
30243,functional
18608,functional
72084,functional
58313,functional
73001,functional
56791,functional
37710,functional
36407,functional
30726,functional
70825,functional
987,functional
32826,functional
50658,functional
49813,functional
40310,functional
31928,functional
8979,functional
48770,functional
73918,functional
6575,functional
70125,functional
54806,functional
45071,functional
34793,functional
69440,functional
53051,functional
17627,functional
46019,functional
72052,functional
10634,functional
13225,functional
24009,functional
28962,functional
71795,functional
27574,functional
63443,functional
37066,functional
68085,functional
27576,functional
70513,functional
58910,functional
62454,functional
18952,functional
59052,functional
56140,functional
32701,functional
52112,functional
35396,functional
46165,functional
28366,functional
60700,functional
42243,functional
72173,functional
29424,functional
27268,functional
71861,functional
16236,functional
21681,functional
51510,functional
1253,functional
14790,functional
29388,functional
16692,functional
34398,functional
29138,functional
29716,functional
5260,functional
9348,functional
48373,functional
58703,functional
11702,functional
5265,functional
21788,functional
63635,functional
11204,functional
50239,functional
56870,functional
13357,functional
11903,functional
8229,functional
52759,functional
68830,functional
20832,functional
24438,functional
11558,functional
29839,functional
58061,functional
469,functional
58592,functional
66769,functional
19905,functional
32327,functional
58763,functional
44362,functional
22674,functional
48359,functional
24224,functional
8204,functional
70244,functional
18766,functional
73698,functional
27200,functional
32524,functional
29577,functional
33545,functional
28734,functional
49117,functional
16057,functional
34843,functional
29710,functional
64475,functional
35817,functional
42598,functional
58031,functional
37649,functional
3168,functional
45126,functional
33291,functional
59549,functional
39693,functional
61171,functional
4633,functional
39110,functional
47270,functional
10743,functional
68515,functional
62696,functional
54118,functional
16230,functional
28210,functional
8728,functional
65188,functional
19256,functional
70685,functional
29122,functional
42795,functional
59654,functional
65916,functional
57887,functional
12936,functional
43153,functional
27590,functional
17824,functional
39275,functional
60081,functional
12094,functional
42655,functional
37232,functional
9750,functional
63297,functional
35977,functional
54371,functional
48222,functional
8116,functional
34372,functional
18793,functional
14428,functional
71606,functional
25578,functional
34291,functional
58827,functional
71047,functional
52981,functional
64559,functional
71205,functional
55419,functional
23170,functional
67800,functional
48245,functional
48777,functional
40444,functional
42650,functional
66905,functional
26816,functional
16091,functional
36012,functional
19701,functional
39763,functional
19177,functional
73949,functional
57325,functional
51055,functional
23182,functional
70194,functional
37755,functional
20676,functional
35544,functional
2747,functional
45068,functional
9593,functional
68913,functional
67338,functional
33147,functional
37776,functional
58584,functional
70915,functional
49170,functional
15673,functional
45642,functional
32301,functional
24950,functional
73491,functional
70778,functional
19401,functional
9953,functional
22911,functional
26240,functional
7048,functional
15162,functional
62609,functional
30272,functional
10403,functional
43961,functional
73659,functional
32671,functional
34413,functional
63781,functional
10179,functional
2335,functional
58852,functional
61741,functional
1915,functional
46384,functional
47945,functional
62723,functional
59462,functional
40815,functional
26387,functional
42844,functional
48195,functional
23833,functional
56872,functional
69528,functional
68547,functional
29258,functional
65732,functional
29444,functional
29666,functional
45674,functional
64715,functional
34394,functional
51790,functional
9749,functional
5592,functional
30446,functional
8736,functional
29396,functional
37860,functional
50186,functional
66108,functional
65456,functional
18606,functional
68741,functional
44898,functional
56208,functional
28064,functional
40494,functional
70039,functional
57514,functional
38856,functional
21693,functional
71379,functional
8004,functional
45451,functional
35785,functional
15990,functional
60730,functional
50649,functional
57021,functional
51968,functional
20860,functional
56503,functional
69786,functional
6363,functional
67196,functional
36234,functional
48372,functional
21672,functional
24440,functional
72032,functional
7356,functional
18295,functional
73947,functional
24741,functional
23453,functional
4926,functional
17860,functional
38899,functional
24867,functional
4044,functional
6329,functional
36123,functional
20693,functional
1285,functional
23099,functional
29589,functional
44196,functional
61041,functional
3862,functional
54484,functional
21743,functional
39221,functional
39017,functional
72518,functional
3954,functional
16526,functional
7286,functional
46503,functional
32256,functional
4924,functional
24592,functional
40802,functional
71413,functional
19407,functional
16795,functional
4895,functional
25658,functional
51977,functional
4478,functional
36065,functional
63017,functional
20269,functional
68596,functional
67237,functional
5206,functional
8925,functional
65128,functional
72425,functional
62703,functional
45725,functional
49484,functional
49,functional
28172,functional
5683,functional
73796,functional
23698,functional
28908,functional
66208,functional
12055,functional
20817,functional
18923,functional
58987,functional
47555,functional
25312,functional
39669,functional
33533,functional
23110,functional
59450,functional
61246,functional
34469,functional
73836,functional
46555,functional
10143,functional
1133,functional
59205,functional
55573,functional
8685,functional
15171,functional
50481,functional
44463,functional
31738,functional
29735,functional
640,functional
46685,functional
12114,functional
61453,functional
49177,functional
40093,functional
20537,functional
1052,functional
27386,functional
45936,functional
48778,functional
29669,functional
27443,functional
51404,functional
13965,functional
2536,functional
53133,functional
66679,functional
69037,functional
11587,functional
66082,functional
32395,functional
53531,functional
29830,functional
69316,functional
45569,functional
73709,functional
68582,functional
12847,functional
29619,functional
57991,functional
55856,functional
74163,functional
59846,functional
6009,functional
35136,functional
16077,functional
71383,functional
17341,functional
62005,functional
68909,functional
48478,functional
70748,functional
47045,functional
37099,functional
21540,functional
13252,functional
3602,functional
59482,functional
59297,functional
4620,functional
72729,functional
52477,functional
70120,functional
69042,functional
37075,functional
13295,functional
51922,functional
43266,functional
40297,functional
32626,functional
46449,functional
52668,functional
23592,functional
61657,functional
16884,functional
50746,functional
48202,functional
72570,functional
30341,functional
19972,functional
7811,functional
7032,functional
65991,functional
26860,functional
60838,functional
59075,functional
38795,functional
24078,functional
71240,functional
63009,functional
62088,functional
30509,functional
30470,functional
7214,functional
5727,functional
64877,functional
23837,functional
59848,functional
69671,functional
61604,functional
57446,functional
48855,functional
16015,functional
65947,functional
19681,functional
68545,functional
15518,functional
14549,functional
36491,functional
394,functional
46453,functional
49138,functional
31799,functional
46417,functional
30374,functional
64517,functional
31739,functional
33689,functional
10375,functional
56975,functional
39785,functional
15010,functional
29535,functional
11202,functional
53795,functional
28512,functional
18396,functional
70498,functional
1082,functional
42158,functional
55468,functional
67118,functional
2667,functional
68761,functional
3621,functional
12596,functional
17230,functional
67809,functional
35656,functional
69674,functional
72514,functional
39972,functional
22981,functional
18772,functional
18176,functional
1872,functional
16454,functional
5056,functional
1278,functional
51792,functional
64092,functional
21297,functional
66267,functional
73094,functional
12487,functional
68779,functional
62949,functional
49839,functional
22849,functional
9423,functional
18734,functional
57900,functional
64382,functional
24885,functional
72770,functional
42440,functional
60302,functional
34773,functional
6051,functional
63892,functional
41081,functional
8186,functional
9421,functional
70287,functional
2429,functional
19967,functional
59931,functional
9692,functional
71486,functional
15326,functional
55435,functional
12561,functional
67999,functional
8301,functional
62131,functional
50346,functional
58274,functional
59964,functional
43657,functional
46629,functional
24419,functional
30769,functional
55900,functional
56052,functional
6391,functional
22750,functional
40119,functional
73968,functional
1378,functional
22416,functional
20124,functional
43780,functional
5610,functional
17186,functional
69840,functional
18761,functional
25784,functional
23031,functional
33709,functional
57455,functional
65730,functional
9875,functional
37308,functional
11762,functional
4857,functional
52446,functional
67625,functional
260,functional
13298,functional
40782,functional
22457,functional
33788,functional
49067,functional
16054,functional
63830,functional
39803,functional
29210,functional
30239,functional
9269,functional
51284,functional
298,functional
19773,functional
62386,functional
18662,functional
52181,functional
13669,functional
38764,functional
18580,functional
11339,functional
14213,functional
9339,functional
42009,functional
33598,functional
53365,functional
51556,functional
71834,functional
44863,functional
36400,functional
64345,functional
62873,functional
29364,functional
25613,functional
35151,functional
25741,functional
29489,functional
18851,functional
13531,functional
17608,functional
56368,functional
8421,functional
13989,functional
72888,functional
39780,functional
47743,functional
26712,functional
22820,functional
12081,functional
11007,functional
65588,functional
22757,functional
14600,functional
40769,functional
46609,functional
40026,functional
18507,functional
18782,functional
29809,functional
5957,functional
45164,functional
65231,functional
48120,functional
64841,functional
69268,functional
34452,functional
49120,functional
53534,functional
7824,functional
1679,functional
34874,functional
17594,functional
71362,functional
25857,functional
67057,functional
41696,functional
226,functional
5684,functional
1481,functional
23486,functional
14613,functional
16659,functional
4831,functional
54720,functional
65879,functional
16187,functional
73894,functional
13925,functional
61378,functional
29968,functional
4858,functional
20913,functional
73411,functional
64450,functional
27494,functional
60149,functional
6764,functional
4824,functional
70636,functional
34359,functional
17390,functional
15952,functional
51948,functional
25842,functional
5058,functional
70842,functional
51850,functional
14250,functional
50893,functional
12296,functional
11846,functional
1152,functional
50243,functional
34520,functional
57525,functional
36565,functional
22484,functional
5391,functional
68713,functional
65741,functional
14075,functional
26181,functional
42770,functional
26391,functional
20801,functional
56361,functional
8118,functional
29923,functional
52982,functional
21328,functional
22749,functional
7376,functional
5323,functional
40522,functional
12603,functional
13628,functional
454,functional
14083,functional
53978,functional
64133,functional
46545,functional
41119,functional
32649,functional
68621,functional
17436,functional
56602,functional
72508,functional
7405,functional
54348,functional
60088,functional
5387,functional
72060,functional
71530,functional
6061,functional
8875,functional
25222,functional
13108,functional
16037,functional
21514,functional
73526,functional
68945,functional
18574,functional
16619,functional
61583,functional
9037,functional
34744,functional
30111,functional
55362,functional
39732,functional
14619,functional
33563,functional
59535,functional
1547,functional
59719,functional
2115,functional
31850,functional
3376,functional
43649,functional
72415,functional
16584,functional
13068,functional
47269,functional
212,functional
52592,functional
34157,functional
15777,functional
46537,functional
57562,functional
33442,functional
22472,functional
71467,functional
19894,functional
59077,functional
47833,functional
65479,functional
62347,functional
34021,functional
20169,functional
35267,functional
23660,functional
53556,functional
51237,functional
45304,functional
70316,functional
46173,functional
73482,functional
58489,functional
1146,functional
67206,functional
59406,functional
9455,functional
64265,functional
52439,functional
72420,functional
73347,functional
24652,functional
64866,functional
38266,functional
59596,functional
37259,functional
65798,functional
3087,functional
64534,functional
6119,functional
64248,functional
5027,functional
35632,functional
19206,functional
39216,functional
46156,functional
23025,functional
2950,functional
60320,functional
16238,functional
6099,functional
23613,functional
17527,functional
27956,functional
9602,functional
13756,functional
43313,functional
7808,functional
73154,functional
66721,functional
2507,functional
43878,functional
42514,functional
59168,functional
39038,functional
40018,functional
66139,functional
10945,functional
66437,functional
66389,functional
56737,functional
1690,functional
22015,functional
4763,functional
35392,functional
62139,functional
54307,functional
15972,functional
57797,functional
48288,functional
63945,functional
22212,functional
69573,functional
22560,functional
26793,functional
24575,functional
16342,functional
8408,functional
11571,functional
6164,functional
26088,functional
39874,functional
44298,functional
56823,functional
18188,functional
59566,functional
57135,functional
10026,functional
60478,functional
31371,functional
65337,functional
9412,functional
22621,functional
9878,functional
13796,functional
73452,functional
22607,functional
11063,functional
40401,functional
12531,functional
45793,functional
66935,functional
10060,functional
36145,functional
5713,functional
33818,functional
28102,functional
65953,functional
48938,functional
37162,functional
18749,functional
18811,functional
61400,functional
19918,functional
20767,functional
46191,functional
40816,functional
9485,functional
35829,functional
4625,functional
58872,functional
73752,functional
46691,functional
68645,functional
42813,functional
21944,functional
33335,functional
15476,functional
11287,functional
30277,functional
5880,functional
11315,functional
8093,functional
60975,functional
35189,functional
16512,functional
36852,functional
4069,functional
33714,functional
67442,functional
38601,functional
58412,functional
30199,functional
64008,functional
66102,functional
4097,functional
6040,functional
58781,functional
40975,functional
36879,functional
11227,functional
53007,functional
23317,functional
51046,functional
792,functional
2078,functional
40142,functional
18316,functional
15583,functional
64072,functional
48693,functional
66542,functional
59114,functional
69649,functional
26388,functional
15451,functional
48279,functional
13939,functional
33739,functional
49718,functional
25523,functional
16752,functional
7170,functional
65728,functional
24125,functional
64058,functional
17451,functional
20194,functional
27504,functional
43716,functional
53068,functional
43863,functional
20018,functional
20824,functional
24279,functional
24294,functional
57111,functional
23565,functional
53290,functional
7003,functional
10800,functional
50563,functional
17942,functional
26770,functional
27565,functional
48772,functional
61434,functional
65620,functional
48576,functional
10366,functional
65272,functional
68481,functional
14157,functional
5521,functional
12424,functional
58691,functional
10405,functional
20189,functional
16606,functional
41603,functional
16586,functional
24376,functional
25003,functional
1410,functional
67386,functional
44018,functional
17744,functional
65883,functional
70841,functional
46854,functional
25230,functional
65122,functional
4718,functional
1615,functional
42065,functional
61692,functional
16871,functional
56557,functional
62697,functional
18218,functional
51358,functional
64888,functional
28037,functional
38088,functional
16301,functional
1301,functional
58899,functional
430,functional
61976,functional
31026,functional
4733,functional
7354,functional
17855,functional
3260,functional
69570,functional
67544,functional
10890,functional
68223,functional
44923,functional
14823,functional
24669,functional
7381,functional
37166,functional
15676,functional
13047,functional
27796,functional
56518,functional
72182,functional
49076,functional
3557,functional
37261,functional
61174,functional
73673,functional
12869,functional
69171,functional
43945,functional
69651,functional
14078,functional
1268,functional
28769,functional
19465,functional
50214,functional
52438,functional
49596,functional
15907,functional
14651,functional
58491,functional
67094,functional
31524,functional
65781,functional
74178,functional
50405,functional
40648,functional
32069,functional
10640,functional
69304,functional
17076,functional
35514,functional
49089,functional
14798,functional
38971,functional
3403,functional
44659,functional
42401,functional
46225,functional
17625,functional
73158,functional
55897,functional
4080,functional
32806,functional
52470,functional
13736,functional
48843,functional
65670,functional
22128,functional
32582,functional
26611,functional
54145,functional
41704,functional
58890,functional
64637,functional
4811,functional
10812,functional
3342,functional
47920,functional
66244,functional
63043,functional
1351,functional
36483,functional
69312,functional
44401,functional
27308,functional
26437,functional
8223,functional
51833,functional
24631,functional
46920,functional
56301,functional
22014,functional
43370,functional
67089,functional
49253,functional
72146,functional
58007,functional
22934,functional
34105,functional
19531,functional
40889,functional
16427,functional
25087,functional
2380,functional
63038,functional
42706,functional
73209,functional
